"","period","site","dens","spp"
"296",44,"1",0,"Ant.sol"
"297",45,"1",0,"Ant.sol"
"298",46,"1",0,"Ant.sol"
"299",47,"1",1,"Ant.sol"
"300",48,"1",NA,"Ant.sol"
"301",49,"1",0,"Ant.sol"
"302",50,"1",0,"Ant.sol"
"303",51,"1",0,"Ant.sol"
"304",52,"1",0,"Ant.sol"
"305",53,"1",0,"Ant.sol"
"306",54,"1",0.5,"Ant.sol"
"307",55,"1",0,"Ant.sol"
"308",56,"1",NA,"Ant.sol"
"309",57,"1",0,"Ant.sol"
"310",58,"1",NA,"Ant.sol"
"311",59,"1",NA,"Ant.sol"
"312",60,"1",NA,"Ant.sol"
"313",61,"1",0,"Ant.sol"
"314",62,"1",NA,"Ant.sol"
"315",63,"1",0.5,"Ant.sol"
"316",1,"1",0,"Ant.spp"
"317",2,"1",0,"Ant.spp"
"318",3,"1",0,"Ant.spp"
"319",4,"1",0,"Ant.spp"
"320",5,"1",0.5,"Ant.spp"
"321",6,"1",0.5,"Ant.spp"
"322",7,"1",0,"Ant.spp"
"323",8,"1",0,"Ant.spp"
"324",9,"1",0,"Ant.spp"
"325",10,"1",0,"Ant.spp"
"326",11,"1",0,"Ant.spp"
"327",12,"1",0,"Ant.spp"
"328",13,"1",0,"Ant.spp"
"329",14,"1",0,"Ant.spp"
"330",15,"1",0,"Ant.spp"
"331",16,"1",0,"Ant.spp"
"332",17,"1",0,"Ant.spp"
"333",18,"1",0,"Ant.spp"
"334",19,"1",0,"Ant.spp"
"335",20,"1",NA,"Ant.spp"
"336",21,"1",0,"Ant.spp"
"337",22,"1",0,"Ant.spp"
"338",23,"1",0,"Ant.spp"
"339",24,"1",0,"Ant.spp"
"340",25,"1",0,"Ant.spp"
"341",26,"1",NA,"Ant.spp"
"342",27,"1",0,"Ant.spp"
"343",28,"1",0,"Ant.spp"
"344",29,"1",0,"Ant.spp"
"345",30,"1",0,"Ant.spp"
"346",31,"1",0,"Ant.spp"
"347",32,"1",0,"Ant.spp"
"348",33,"1",0,"Ant.spp"
"349",34,"1",0,"Ant.spp"
"350",35,"1",0,"Ant.spp"
"351",36,"1",0,"Ant.spp"
"352",37,"1",0,"Ant.spp"
"353",38,"1",0,"Ant.spp"
"354",39,"1",0,"Ant.spp"
"355",40,"1",0,"Ant.spp"
"356",41,"1",0,"Ant.spp"
"357",42,"1",0,"Ant.spp"
"358",43,"1",0,"Ant.spp"
"359",44,"1",0,"Ant.spp"
"360",45,"1",0,"Ant.spp"
"361",46,"1",0,"Ant.spp"
"362",47,"1",0,"Ant.spp"
"363",48,"1",NA,"Ant.spp"
"364",49,"1",0,"Ant.spp"
"365",50,"1",0,"Ant.spp"
"366",51,"1",0,"Ant.spp"
"367",52,"1",0,"Ant.spp"
"368",53,"1",0,"Ant.spp"
"369",54,"1",0,"Ant.spp"
"370",55,"1",0,"Ant.spp"
"371",56,"1",NA,"Ant.spp"
"372",57,"1",0,"Ant.spp"
"373",58,"1",NA,"Ant.spp"
"374",59,"1",NA,"Ant.spp"
"375",60,"1",NA,"Ant.spp"
"376",61,"1",0,"Ant.spp"
"377",62,"1",NA,"Ant.spp"
"378",63,"1",0,"Ant.spp"
"379",1,"1",0.5,"Apl.spp"
"380",2,"1",0,"Apl.spp"
"381",3,"1",0,"Apl.spp"
"382",4,"1",0,"Apl.spp"
"383",5,"1",0,"Apl.spp"
"384",6,"1",0,"Apl.spp"
"385",7,"1",0,"Apl.spp"
"386",8,"1",0.5556,"Apl.spp"
"387",9,"1",0,"Apl.spp"
"388",10,"1",0,"Apl.spp"
"389",11,"1",0,"Apl.spp"
"390",12,"1",0,"Apl.spp"
"391",13,"1",0,"Apl.spp"
"392",14,"1",0,"Apl.spp"
"393",15,"1",0,"Apl.spp"
"394",16,"1",0,"Apl.spp"
"395",17,"1",0,"Apl.spp"
"396",18,"1",0,"Apl.spp"
"397",19,"1",0,"Apl.spp"
"398",20,"1",NA,"Apl.spp"
"399",21,"1",0,"Apl.spp"
"400",22,"1",0,"Apl.spp"
"401",23,"1",0,"Apl.spp"
"402",24,"1",0,"Apl.spp"
"403",25,"1",0,"Apl.spp"
"404",26,"1",NA,"Apl.spp"
"405",27,"1",0,"Apl.spp"
"406",28,"1",0,"Apl.spp"
"407",29,"1",0,"Apl.spp"
"408",30,"1",0,"Apl.spp"
"409",31,"1",0,"Apl.spp"
"410",32,"1",0,"Apl.spp"
"411",33,"1",0,"Apl.spp"
"412",34,"1",0,"Apl.spp"
"413",35,"1",0,"Apl.spp"
"414",36,"1",0,"Apl.spp"
"415",37,"1",0,"Apl.spp"
"416",38,"1",0,"Apl.spp"
"417",39,"1",0,"Apl.spp"
"418",40,"1",0,"Apl.spp"
"419",41,"1",0,"Apl.spp"
"420",42,"1",0,"Apl.spp"
"421",43,"1",0,"Apl.spp"
"422",44,"1",0,"Apl.spp"
"423",45,"1",0,"Apl.spp"
"424",46,"1",0,"Apl.spp"
"425",47,"1",0,"Apl.spp"
"426",48,"1",NA,"Apl.spp"
"427",49,"1",0,"Apl.spp"
"428",50,"1",0,"Apl.spp"
"429",51,"1",0,"Apl.spp"
"430",52,"1",0,"Apl.spp"
"431",53,"1",0,"Apl.spp"
"432",54,"1",0,"Apl.spp"
"433",55,"1",0,"Apl.spp"
"434",56,"1",NA,"Apl.spp"
"435",57,"1",0,"Apl.spp"
"436",58,"1",NA,"Apl.spp"
"437",59,"1",NA,"Apl.spp"
"438",60,"1",NA,"Apl.spp"
"439",61,"1",0,"Apl.spp"
"440",62,"1",NA,"Apl.spp"
"441",63,"1",0,"Apl.spp"
"442",1,"1",0,"Arc.mol"
"443",2,"1",0.5,"Arc.mol"
"444",3,"1",1.5,"Arc.mol"
"445",4,"1",1.5,"Arc.mol"
"446",5,"1",1,"Arc.mol"
"447",6,"1",0.5,"Arc.mol"
"448",7,"1",0.5,"Arc.mol"
"449",8,"1",1.6667,"Arc.mol"
"450",9,"1",0,"Arc.mol"
"451",10,"1",1,"Arc.mol"
"452",11,"1",1,"Arc.mol"
"453",12,"1",0,"Arc.mol"
"454",13,"1",1,"Arc.mol"
"455",14,"1",2,"Arc.mol"
"456",15,"1",1.5,"Arc.mol"
"457",16,"1",0.5,"Arc.mol"
"458",17,"1",3,"Arc.mol"
"459",18,"1",2.5,"Arc.mol"
"460",19,"1",1,"Arc.mol"
"461",20,"1",NA,"Arc.mol"
"462",21,"1",0,"Arc.mol"
"463",22,"1",0,"Arc.mol"
"464",23,"1",0,"Arc.mol"
"465",24,"1",0,"Arc.mol"
"466",25,"1",0,"Arc.mol"
"467",26,"1",NA,"Arc.mol"
"468",27,"1",0,"Arc.mol"
"469",28,"1",0,"Arc.mol"
"470",29,"1",0,"Arc.mol"
"471",30,"1",0,"Arc.mol"
"472",31,"1",0,"Arc.mol"
"473",32,"1",0,"Arc.mol"
"474",33,"1",0,"Arc.mol"
"475",34,"1",0,"Arc.mol"
"476",35,"1",0,"Arc.mol"
"477",36,"1",0,"Arc.mol"
"478",37,"1",0,"Arc.mol"
"479",38,"1",0.5,"Arc.mol"
"480",39,"1",0,"Arc.mol"
"481",40,"1",0,"Arc.mol"
"482",41,"1",0,"Arc.mol"
"483",42,"1",0,"Arc.mol"
"484",43,"1",0,"Arc.mol"
"485",44,"1",0,"Arc.mol"
"486",45,"1",0,"Arc.mol"
"487",46,"1",0,"Arc.mol"
"488",47,"1",0,"Arc.mol"
"489",48,"1",NA,"Arc.mol"
"490",49,"1",0,"Arc.mol"
"491",50,"1",0,"Arc.mol"
"492",51,"1",0,"Arc.mol"
"493",52,"1",0,"Arc.mol"
"494",53,"1",0,"Arc.mol"
"495",54,"1",0,"Arc.mol"
"496",55,"1",0,"Arc.mol"
"497",56,"1",NA,"Arc.mol"
"498",57,"1",0,"Arc.mol"
"499",58,"1",NA,"Arc.mol"
"500",59,"1",NA,"Arc.mol"
"501",60,"1",NA,"Arc.mol"
"502",61,"1",0,"Arc.mol"
"503",62,"1",NA,"Arc.mol"
"504",63,"1",0,"Arc.mol"
"505",1,"1",0,"Arc.psa"
"506",2,"1",0.5,"Arc.psa"
"507",3,"1",0,"Arc.psa"
"508",4,"1",0,"Arc.psa"
"509",5,"1",0.5,"Arc.psa"
"510",6,"1",0.5,"Arc.psa"
"511",7,"1",0,"Arc.psa"
"512",8,"1",0.5556,"Arc.psa"
"513",9,"1",0,"Arc.psa"
"514",10,"1",0.5,"Arc.psa"
"515",11,"1",0,"Arc.psa"
"516",12,"1",0,"Arc.psa"
"517",13,"1",0,"Arc.psa"
"518",14,"1",0,"Arc.psa"
"519",15,"1",0.5,"Arc.psa"
"520",16,"1",0,"Arc.psa"
"521",17,"1",1.5,"Arc.psa"
"522",18,"1",0.5,"Arc.psa"
"523",19,"1",1.5,"Arc.psa"
"524",20,"1",NA,"Arc.psa"
"525",21,"1",0.5,"Arc.psa"
"526",22,"1",0,"Arc.psa"
"527",23,"1",0,"Arc.psa"
"528",24,"1",0,"Arc.psa"
"529",25,"1",0,"Arc.psa"
"530",26,"1",NA,"Arc.psa"
"531",27,"1",0,"Arc.psa"
"532",28,"1",0,"Arc.psa"
"533",29,"1",0,"Arc.psa"
"534",30,"1",0,"Arc.psa"
"535",31,"1",0,"Arc.psa"
"536",32,"1",0,"Arc.psa"
"537",33,"1",0,"Arc.psa"
"538",34,"1",0,"Arc.psa"
"539",35,"1",0,"Arc.psa"
"540",36,"1",0,"Arc.psa"
"541",37,"1",0,"Arc.psa"
"542",38,"1",0,"Arc.psa"
"543",39,"1",0,"Arc.psa"
"544",40,"1",0,"Arc.psa"
"545",41,"1",0,"Arc.psa"
"546",42,"1",0,"Arc.psa"
"547",43,"1",0,"Arc.psa"
"548",44,"1",0,"Arc.psa"
"549",45,"1",0,"Arc.psa"
"550",46,"1",0,"Arc.psa"
"551",47,"1",0,"Arc.psa"
"552",48,"1",NA,"Arc.psa"
"553",49,"1",0.5,"Arc.psa"
"554",50,"1",0,"Arc.psa"
"555",51,"1",0,"Arc.psa"
"556",52,"1",0,"Arc.psa"
"557",53,"1",0,"Arc.psa"
"558",54,"1",0,"Arc.psa"
"559",55,"1",0,"Arc.psa"
"560",56,"1",NA,"Arc.psa"
"561",57,"1",0,"Arc.psa"
"562",58,"1",NA,"Arc.psa"
"563",59,"1",NA,"Arc.psa"
"564",60,"1",NA,"Arc.psa"
"565",61,"1",0,"Arc.psa"
"566",62,"1",NA,"Arc.psa"
"567",63,"1",0,"Arc.psa"
"568",1,"1",0.5,"Ast.laj"
"569",2,"1",0.5,"Ast.laj"
"570",3,"1",0,"Ast.laj"
"571",4,"1",0.5,"Ast.laj"
"572",5,"1",0.5,"Ast.laj"
"573",6,"1",0.5,"Ast.laj"
"574",7,"1",0,"Ast.laj"
"575",8,"1",1.1111,"Ast.laj"
"576",9,"1",0,"Ast.laj"
"577",10,"1",0,"Ast.laj"
"578",11,"1",0,"Ast.laj"
"579",12,"1",0,"Ast.laj"
"580",13,"1",0.5,"Ast.laj"
"581",14,"1",0.5,"Ast.laj"
"582",15,"1",1,"Ast.laj"
"583",16,"1",1,"Ast.laj"
"584",17,"1",0,"Ast.laj"
"585",18,"1",0.5,"Ast.laj"
"586",19,"1",0.5,"Ast.laj"
"587",20,"1",NA,"Ast.laj"
"588",21,"1",2.5,"Ast.laj"
"589",22,"1",0.5,"Ast.laj"
"590",23,"1",1,"Ast.laj"
"591",24,"1",0.5,"Ast.laj"
"592",25,"1",2.5,"Ast.laj"
"593",26,"1",NA,"Ast.laj"
"594",27,"1",0,"Ast.laj"
"595",28,"1",2.5,"Ast.laj"
"596",29,"1",2,"Ast.laj"
"597",30,"1",1.5,"Ast.laj"
"598",31,"1",1.5,"Ast.laj"
"599",32,"1",2,"Ast.laj"
"600",33,"1",2,"Ast.laj"
"601",34,"1",2,"Ast.laj"
"602",35,"1",2.5,"Ast.laj"
"603",36,"1",0.5,"Ast.laj"
"604",37,"1",3.5,"Ast.laj"
"605",38,"1",4,"Ast.laj"
"606",39,"1",4,"Ast.laj"
"607",40,"1",2.5,"Ast.laj"
"608",41,"1",3,"Ast.laj"
"609",42,"1",2,"Ast.laj"
"610",43,"1",1.5,"Ast.laj"
"611",44,"1",2.5,"Ast.laj"
"612",45,"1",2,"Ast.laj"
"613",46,"1",0.5,"Ast.laj"
"614",47,"1",2,"Ast.laj"
"615",48,"1",NA,"Ast.laj"
"616",49,"1",1,"Ast.laj"
"617",50,"1",0,"Ast.laj"
"618",51,"1",1.5,"Ast.laj"
"619",52,"1",2.5,"Ast.laj"
"620",53,"1",0.5,"Ast.laj"
"621",54,"1",1.5,"Ast.laj"
"622",55,"1",2.5,"Ast.laj"
"623",56,"1",NA,"Ast.laj"
"624",57,"1",3.5,"Ast.laj"
"625",58,"1",NA,"Ast.laj"
"626",59,"1",NA,"Ast.laj"
"627",60,"1",NA,"Ast.laj"
"628",61,"1",2.5,"Ast.laj"
"629",62,"1",NA,"Ast.laj"
"630",63,"1",1.5,"Ast.laj"
"631",1,"1",1,"Bal.ele"
"632",2,"1",0.5,"Bal.ele"
"633",3,"1",0,"Bal.ele"
"634",4,"1",1.5,"Bal.ele"
"635",5,"1",0,"Bal.ele"
"636",6,"1",0.5,"Bal.ele"
"637",7,"1",0,"Bal.ele"
"638",8,"1",0,"Bal.ele"
"639",9,"1",1.5,"Bal.ele"
"640",10,"1",1,"Bal.ele"
"641",11,"1",0,"Bal.ele"
"642",12,"1",0.5,"Bal.ele"
"643",13,"1",0.5,"Bal.ele"
"644",14,"1",0.5,"Bal.ele"
"645",15,"1",0,"Bal.ele"
"646",16,"1",0,"Bal.ele"
"647",17,"1",0,"Bal.ele"
"648",18,"1",0,"Bal.ele"
"649",19,"1",0,"Bal.ele"
"650",20,"1",NA,"Bal.ele"
"651",21,"1",0,"Bal.ele"
"652",22,"1",0,"Bal.ele"
"653",23,"1",0,"Bal.ele"
"654",24,"1",0,"Bal.ele"
"655",25,"1",0,"Bal.ele"
"656",26,"1",NA,"Bal.ele"
"657",27,"1",0.5,"Bal.ele"
"658",28,"1",0.5,"Bal.ele"
"659",29,"1",0,"Bal.ele"
"660",30,"1",0,"Bal.ele"
"661",31,"1",0,"Bal.ele"
"662",32,"1",0.5,"Bal.ele"
"663",33,"1",0.5,"Bal.ele"
"664",34,"1",1,"Bal.ele"
"665",35,"1",0,"Bal.ele"
"666",36,"1",0.5,"Bal.ele"
"667",37,"1",0,"Bal.ele"
"668",38,"1",0,"Bal.ele"
"669",39,"1",0,"Bal.ele"
"670",40,"1",1,"Bal.ele"
"671",41,"1",0.5,"Bal.ele"
"672",42,"1",0,"Bal.ele"
"673",43,"1",0,"Bal.ele"
"674",44,"1",0,"Bal.ele"
"675",45,"1",0.5,"Bal.ele"
"676",46,"1",0,"Bal.ele"
"677",47,"1",0,"Bal.ele"
"678",48,"1",NA,"Bal.ele"
"679",49,"1",0.5,"Bal.ele"
"680",50,"1",0.5,"Bal.ele"
"681",51,"1",0,"Bal.ele"
"682",52,"1",0,"Bal.ele"
"683",53,"1",0.5,"Bal.ele"
"684",54,"1",0,"Bal.ele"
"685",55,"1",0,"Bal.ele"
"686",56,"1",NA,"Bal.ele"
"687",57,"1",1,"Bal.ele"
"688",58,"1",NA,"Bal.ele"
"689",59,"1",NA,"Bal.ele"
"690",60,"1",NA,"Bal.ele"
"691",61,"1",1.5,"Bal.ele"
"692",62,"1",NA,"Bal.ele"
"693",63,"1",1.5,"Bal.ele"
"694",1,"1",0,"Bal.spp"
"695",2,"1",0,"Bal.spp"
"696",3,"1",0,"Bal.spp"
"697",4,"1",0,"Bal.spp"
"698",5,"1",0,"Bal.spp"
"699",6,"1",0,"Bal.spp"
"700",7,"1",0,"Bal.spp"
"701",8,"1",0,"Bal.spp"
"702",9,"1",0,"Bal.spp"
"703",10,"1",0,"Bal.spp"
"704",11,"1",0,"Bal.spp"
"705",12,"1",0,"Bal.spp"
"706",13,"1",0,"Bal.spp"
"707",14,"1",0,"Bal.spp"
"708",15,"1",0,"Bal.spp"
"709",16,"1",0,"Bal.spp"
"710",17,"1",0,"Bal.spp"
"711",18,"1",0,"Bal.spp"
"712",19,"1",0,"Bal.spp"
"713",20,"1",NA,"Bal.spp"
"714",21,"1",0,"Bal.spp"
"715",22,"1",0,"Bal.spp"
"716",23,"1",0,"Bal.spp"
"717",24,"1",0,"Bal.spp"
"718",25,"1",0,"Bal.spp"
"719",26,"1",NA,"Bal.spp"
